Temps,text
Mon Dec 14 17:15:01 +0000 2020,"GailJaz realDonaldTrump Lol cu joe biden and obama do not put on public displays like this just for publicity. Al\u2026 https:\/\/t.co\/OL9IKpbQQK""""displaytextrange"":26140""source"":""\u003ca href=\""http:\/\/twitter.com\/download\/android\"" rel=\""nofollow\""\u003eTwitter for Android\u003c\/a\u003e""""truncated"":true""inreplytostatusid"":1338495335736483843""inreplytostatusidstr"":""1338495335736483843""""inreplytouserid"":255729232""inreplytouseridstr"":""255729232""""inreplytoscreenname"":""GailJaz""""user"":""id"":2731340188""idstr"":""2731340188""""name"":""Joe Fortugno""""screenname"":""jfortune2nd""""location"":null""url"":null""description"":null""translatortype"":""none""""protected"":false""verified"":false""followerscount"":3""friendscount"":47""listedcount"":0""favouritescount"":233""statusescount"":134""createdat"":""Sat Aug 02 03:36:12 +0000 2014""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""C0DEED""""profilebackgroundimageurl"":""http:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png""""profilebackgroundimageurlhttps"":""https:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png""""profilebackgroundtile"":false""profilelinkcolor"":""1DA1F2""""profilesidebarbordercolor"":""C0DEED""""profilesidebarfillcolor"":""DDEEF6""""profiletextcolor"":""333333""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/abs.twimg.com\/sticky\/defaultprofileimages\/defaultprofilenormal.png""""profileimageurlhttps"":""https:\/\/abs.twimg.com\/sticky\/defaultprofileimages\/defaultprofilenormal.png""""defaultprofile"":true""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""extendedtweet"":""fulltext"":""GailJaz realDonaldTrump Lol cu joe biden and obama do not put on public displays like this just for publicity. Also you are think those stadium speakers weren't playing white noise in an effort to amplify that noise? \ud83d\udc11""""displaytextrange"":26221""entities"":""hashtags"":""urls"":""usermentions"":""screenname"":""GailJaz""""name"":""Gail Granat""""id"":255729232""idstr"":""255729232""""indices"":08""screenname"":""realDonaldTrump""""name"":""Donald J. Trump""""id"":25073877""idstr"":""25073877""""indices"":925""symbols"":""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""urls"":""url"":""https:\/\/t.co\/OL9IKpbQQK""""expandedurl"":""https:\/\/twitter.com\/i\/web\/status\/1338532960715280391""""displayurl"":""twitter.com\/i\/web\/status\/1\u2026""""indices"":117140""usermentions"":""screenname"":""GailJaz""""name"":""Gail Granat""""id"":255729232""idstr"":""255729232""""indices"":08""screenname"":""realDonaldTrump""""name"":""Donald J. Trump""""id"":25073877""idstr"":""25073877""""indices"":925""symbols"":""favorited"":false""retweeted"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966101231"""
Mon Dec 14 17:15:01 +0000 2020, StateofusAll: Joe Biden sold you me and America out to China for a quick buck.\n\nLISTEN amp; RETWEET...\ud83d\udca5\n\nhttps:\/\/t.co\/NeW57t2oaH
Mon Dec 14 17:15:01 +0000 2020, kylegriffin1: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump's attempt to overturn his loss to Democrat Joe Biden in\u2026
Mon Dec 14 17:15:01 +0000 2020, 1DNasty: TGalore2 https:\/\/t.co\/UDnbEfRfQm
Mon Dec 14 17:15:01 +0000 2020, RepSwalwell: DemocracyWins
Mon Dec 14 17:15:01 +0000 2020,Good idea!
Mon Dec 14 17:15:02 +0000 2020, RudyGiuliani: Doesn't the MSM care that Joe Biden was in a business partnership with the Chinese Communists?
Mon Dec 14 17:15:02 +0000 2020, Maximus4EVR: FYI EU 3\n\n-I can confirm contested state (currently uncertifed) Trump *Electors* - who have already been selected by the\u2026
Mon Dec 14 17:15:02 +0000 2020,Tune in tonight! We will be live stream JoeBiden TREASON!!!!  BringBackTarAndFeather
Mon Dec 14 17:15:02 +0000 2020, JimJordan: If Joe Biden had nothing to do with Hunter Biden\u2019s business dealings then why did Hunter request that his dad have a key t\u2026
Mon Dec 14 17:15:02 +0000 2020, kylegriffin1: So Joe Biden just won Wisconsin again.
Mon Dec 14 17:15:02 +0000 2020,"theGrio Great all the way around.  From Joe Biden\u2019s real recognizing real to the Mayor reaffirming her duty to the citizens of her city.""""displaytextrange"":9138""source"":""\u003ca href=\""http:\/\/twitter.com\/download\/iphone\"" rel=\""nofollow\""\u003eTwitter for iPhone\u003c\/a\u003e""""truncated"":false""inreplytostatusid"":1338529356398911497""inreplytostatusidstr"":""1338529356398911497""""inreplytouserid"":38228095""inreplytouseridstr"":""38228095""""inreplytoscreenname"":""theGrio""""user"":""id"":16726866""idstr"":""16726866""""name"":""MrScorpio""""screenname"":""MrScorpio""""location"":""Metro Detroit MI""""url"":""https:\/\/www.mixcloud.com\/MrScorpio\/""""description"":""Ret USAF loves politics does art  Musical Arson. Listen to my HOUSE FIRE every other FRIDAY on https:\/\/t.co\/TkMe2YKSTd Blocks wing nuts  MAGAts. VetsResistSquadon\ud83c\udf0a\ud83c\udf0a""""translatortype"":""none""""protected"":false""verified"":false""followerscount"":2881""friendscount"":5002""listedcount"":41""favouritescount"":49770""statusescount"":83563""createdat"":""Mon Oct 13 20:20:54 +0000 2008""""utcoffset"":null""timezone"":null""geoenabled"":true""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""88B3B8""""profilebackgroundimageurl"":""http:\/\/abs.twimg.com\/images\/themes\/theme6\/bg.gif""""profilebackgroundimageurlhttps"":""https:\/\/abs.twimg.com\/images\/themes\/theme6\/bg.gif""""profilebackgroundtile"":true""profilelinkcolor"":""1B95E0""""profilesidebarbordercolor"":""000000""""profilesidebarfillcolor"":""A0C5C7""""profiletextcolor"":""333333""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/1079973789084016641\/LEiePu7Unormal.jpg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/1079973789084016641\/LEiePu7Unormal.jpg""""profilebannerurl"":""https:\/\/pbs.twimg.com\/profilebanners\/16726866\/1546320662""""defaultprofile"":false""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""urls"":""usermentions"":""screenname"":""theGrio""""name"":""theGrio.com""""id"":38228095""idstr"":""38228095""""indices"":08""symbols"":""favorited"":false""retweeted"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966102451"""
Mon Dec 14 17:15:02 +0000 2020, RudyGiuliani: Doesn't the MSM care that Joe Biden was in a business partnership with the Chinese Communists?
Mon Dec 14 17:15:02 +0000 2020, RudyGiuliani: Don't let them push this off on Hunter.\n\n\u201dTHE BOSS\u201d is Joe Biden. \n\nHe got 50% of all the illegal millions for 30 years.\u2026
Mon Dec 14 17:15:02 +0000 2020, SaraCarterDC: Sadly RudyGiuliani they don't. They will continue to whitewash and gaslight the American public. That unfortunately app\u2026
Mon Dec 14 17:15:02 +0000 2020, TSPOOKY: Spiro Agnew 2.0
Mon Dec 14 17:15:02 +0000 2020, JimJordan: If Joe Biden had nothing to do with Hunter Biden\u2019s business dealings then why did Hunter request that his dad have a key t\u2026
Mon Dec 14 17:15:03 +0000 2020, MajorPatriot: Today the electoral college meets to elect Joe Biden and I couldn't be more excited.\n\nThis is the best movie I've ever ev\u2026
Mon Dec 14 17:15:03 +0000 2020, kylegriffin1: Vermont's electors cast their three votes for President-elect Joe Biden during their meeting on Monday in Montpelier.\n\nTh\u2026
Mon Dec 14 17:15:03 +0000 2020, jorgeramosnews: Hoy vota el Colegio Electoral para confirmar la victoria de Joe Biden y Kamala Harris en pasadas elecciones. Estos son\u2026
Mon Dec 14 17:15:03 +0000 2020," mmpadellan: Alex Jones saying \""Joe Biden will be removed one way or another\"" is an unmistakable threat on the life of our duly-elected\u2026"
Mon Dec 14 17:15:03 +0000 2020, RudyGiuliani: Don't let them push this off on Hunter.\n\n\u201dTHE BOSS\u201d is Joe Biden. \n\nHe got 50% of all the illegal millions for 30 years.\u2026
Mon Dec 14 17:15:03 +0000 2020,The household name of Biden is toasted forever.
Mon Dec 14 17:15:03 +0000 2020, CBSThisMorning: Members of the Electoral College meet today in all 50 states to officially declare Joe Biden the winner of the presiden\u2026
Mon Dec 14 17:15:03 +0000 2020, JoJoFromJerz: Joe Biden is going to win the presidential election today. Again.
Mon Dec 14 17:15:03 +0000 2020," Qtah17: BREAKING \ud83d\udea8\ud83d\udea8\ud83d\udea8\n\nRudy Giuliani states on war room: \""Joe Biden will never be President he could never get a security clearance he\u2026"
Mon Dec 14 17:15:03 +0000 2020, dccc: \ud835\udc06\ud835\udc04\ud835\udc0e\ud835\udc11\ud835\udc06\ud835\udc08\ud835\udc00 \ud835\udc04\ud835\udc00\ud835\udc11\ud835\udc0b\ud835\udc18 \ud835\udc15\ud835\udc0e\ud835\udc13\ud835\udc08\ud835\udc0d\ud835\udc06 \ud835\udc12\ud835\udc13\ud835\udc00\ud835\udc11\ud835\udc13\ud835\udc12 \ud835\udc13\ud835\udc0e\ud835\udc03\ud835\udc00\ud835\udc18! \n\nWe can deliver President-elect Joe Biden Democratic Majorities in both chambers of Congress\u2026
Mon Dec 14 17:15:03 +0000 2020, kylegriffin1: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump's attempt to overturn his loss to Democrat Joe Biden in\u2026
Mon Dec 14 17:15:04 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:04 +0000 2020, WayneDupreeShow: Does this guy lay awake at night coming up with absurd ways to defend Joe Biden?\n \nhttps:\/\/t.co\/0gprz1KT59
Mon Dec 14 17:15:04 +0000 2020, EpochTimes: Michigan will soon publish the ForensicAudit results of 22 VotingMachines from DominionVotingSystems.\n\nThe Audit came\u2026
Mon Dec 14 17:15:03 +0000 2020,"WizardPredicts RSBNetwork MADISON Wis. (AP) \u2014 The Wisconsin Supreme Court on Monday rejected President Donald T\u2026 https:\/\/t.co\/zvbziItxpv""""displaytextrange"":29140""source"":""\u003ca href=\""https:\/\/mobile.twitter.com\"" rel=\""nofollow\""\u003eTwitter Web App\u003c\/a\u003e""""truncated"":true""inreplytostatusid"":1338526356519399424""inreplytostatusidstr"":""1338526356519399424""""inreplytouserid"":1290635110149169152""inreplytouseridstr"":""1290635110149169152""""inreplytoscreenname"":""WizardPredicts""""user"":""id"":1246542543933730816""idstr"":""1246542543933730816""""name"":""Dear Brumus""""screenname"":""DBrumus""""location"":null""url"":null""description"":""Things got easier after I realized Aristotle Epicurus and Lao Tzu were right. Eudaimonia. Ataraxia. Dao. Evil lives on a continuum between greed and fear.""""translatortype"":""none""""protected"":false""verified"":false""followerscount"":19""friendscount"":123""listedcount"":0""favouritescount"":388""statusescount"":1306""createdat"":""Sat Apr 04 20:58:27 +0000 2020""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""F5F8FA""""profilebackgroundimageurl"":""""""profilebackgroundimageurlhttps"":""""""profilebackgroundtile"":false""profilelinkcolor"":""1DA1F2""""profilesidebarbordercolor"":""C0DEED""""profilesidebarfillcolor"":""DDEEF6""""profiletextcolor"":""333333""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/1271105134987104256\/ZbNh28kknormal.jpg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/1271105134987104256\/ZbNh28kknormal.jpg""""profilebannerurl"":""https:\/\/pbs.twimg.com\/profilebanners\/1246542543933730816\/1603487748""""defaultprofile"":true""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""extendedtweet"":""fulltext"":""WizardPredicts RSBNetwork MADISON Wis. (AP) \u2014 The Wisconsin Supreme Court on Monday rejected President Donald Trump\u2019s lawsuit attempting to overturn his loss to Democrat Joe Biden in the battleground state ending Trump's legal challenges in state court. https:\/\/t.co\/SZLjgbqcnc""""displaytextrange"":29258""entities"":""hashtags"":""urls"":""usermentions"":""screenname"":""WizardPredicts""""name"":""The Election Wizard""""id"":1290635110149169152""idstr"":""1290635110149169152""""indices"":016""screenname"":""RSBNetwork""""name"":""RSBN \ud83c\uddfa\ud83c\uddf8""""id"":4041824789""idstr"":""4041824789""""indices"":1728""symbols"":""media"":""id"":1338532961608581120""idstr"":""1338532961608581120""""indices"":259282""description"":""Dr Evil Lol GIF by The Tonight Show Starring Jimmy Fallon""""mediaurl"":""http:\/\/pbs.twimg.com\/tweetvideothumb\/EpNsowDUwAA6ieO.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/tweetvideothumb\/EpNsowDUwAA6ieO.jpg""""url"":""https:\/\/t.co\/SZLjgbqcnc""""displayurl"":""pic.twitter.com\/SZLjgbqcnc""""expandedurl"":""https:\/\/twitter.com\/DBrumus\/status\/1338532971578413056\/photo\/1""""type"":""animatedgif""""videoinfo"":""aspectratio"":250189""variants"":""bitrate"":0""contenttype"":""video\/mp4""""url"":""https:\/\/video.twimg.com\/tweetvideo\/EpNsowDUwAA6ieO.mp4""""sizes"":""large"":""w"":500""h"":378""resize"":""fit""""medium"":""w"":500""h"":378""resize"":""fit""""thumb"":""w"":150""h"":150""resize"":""crop""""small"":""w"":500""h"":378""resize"":""fit""""extendedentities"":""media"":""id"":1338532961608581120""idstr"":""1338532961608581120""""indices"":259282""description"":""Dr Evil Lol GIF by The Tonight Show Starring Jimmy Fallon""""mediaurl"":""http:\/\/pbs.twimg.com\/tweetvideothumb\/EpNsowDUwAA6ieO.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/tweetvideothumb\/EpNsowDUwAA6ieO.jpg""""url"":""https:\/\/t.co\/SZLjgbqcnc""""displayurl"":""pic.twitter.com\/SZLjgbqcnc""""expandedurl"":""https:\/\/twitter.com\/DBrumus\/status\/1338532971578413056\/photo\/1""""type"":""animatedgif""""videoinfo"":""aspectratio"":250189""variants"":""bitrate"":0""contenttype"":""video\/mp4""""url"":""https:\/\/video.twimg.com\/tweetvideo\/EpNsowDUwAA6ieO.mp4""""sizes"":""large"":""w"":500""h"":378""resize"":""fit""""medium"":""w"":500""h"":378""resize"":""fit""""thumb"":""w"":150""h"":150""resize"":""crop""""small"":""w"":500""h"":378""resize"":""fit""""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""urls"":""url"":""https:\/\/t.co\/zvbziItxpv""""expandedurl"":""https:\/\/twitter.com\/i\/web\/status\/1338532971578413056""""displayurl"":""twitter.com\/i\/web\/status\/1\u2026""""indices"":117140""usermentions"":""screenname"":""WizardPredicts""""name"":""The Election Wizard""""id"":1290635110149169152""idstr"":""1290635110149169152""""indices"":016""screenname"":""RSBNetwork""""name"":""RSBN \ud83c\uddfa\ud83c\uddf8""""id"":4041824789""idstr"":""4041824789""""indices"":1728""symbols"":""favorited"":false""retweeted"":false""possiblysensitive"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966103821"""
Mon Dec 14 17:15:04 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:04 +0000 2020, TuCaoFakeNews: \u6731\u5229\u5b89\u5c3c\uff1a\n\n\u4e0d\u8981\u8ba9\u5de6\u5a92\u628a\u7f6a\u8d23\u90fd\u63a8\u7ed9\u4ea8\u7279\u3002\n\n\u4e54\u62dc\u767b\u624d\u662f\u8001\u677f\u3002\n\n\u4ed6\u5728\u8fc7\u53bb30\u5e74\u91cc\uff0c\u81f3\u5c11\u4ece\u6570\u4ee5\u767e\u4e07\u8ba1\u7684\u975e\u6cd5\u8d44\u91d1\u91cc\u62ff\u8d70\u4e86\u4e00\u534a\u3002\n\n\u8fd9\u4e9b\u90fd\u8bb0\u5f55\u5728\u786c\u76d8\u7684\u4e66\u9762\u6750\u6599\u91cc\u3002\n\n\u6211\u62ff\u5230\u90a3\u5757\u786c\u76d8\u4e86\u3002
Mon Dec 14 17:15:04 +0000 2020, kylegriffin1: So Joe Biden just won Wisconsin again.
Mon Dec 14 17:15:04 +0000 2020, TomJSeiple: https:\/\/t.co\/Go4X3kYuEr\n\nThe Electoral College votes today and will nominate Joe Biden. Still after this election our ele\u2026
Mon Dec 14 17:15:04 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:04 +0000 2020, kylegriffin1: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump's attempt to overturn his loss to Democrat Joe Biden in\u2026
Mon Dec 14 17:15:04 +0000 2020,Wholeheartedly agree !Donald Trump Has Hidden Evidence Of His Crimes For Years. Joe Biden Can Expose It.\nhttps:\/\/t.co\/hakfYqsiBR
Mon Dec 14 17:15:04 +0000 2020, DanODonnellShow: EXCLUSIVE: One of Joe Biden's 10 Wisconsin electors appears to have broken state election law by falsely claiming to b\u2026
Mon Dec 14 17:15:04 +0000 2020," RealSpikeCohen: Donald Trump's ATF raided Polymer80 for selling \""build it yourself\"" kits.\n\n\""The most 2nd amendment friendly president e\u2026"
Mon Dec 14 17:15:05 +0000 2020, ZekeJMiller: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump\u2019s attempt to overturn his loss to Democrat Joe Biden in t\u2026
Mon Dec 14 17:15:05 +0000 2020, RudyGiuliani: Doesn't the MSM care that Joe Biden was in a business partnership with the Chinese Communists?
Mon Dec 14 17:15:05 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:05 +0000 2020,"It's official! NH's four Electors have cast their votes for President-elect Joe Biden amp; Vice President-elect Kamala\u2026 https:\/\/t.co\/Yv6PHDkdqq""""displaytextrange"":0140""source"":""\u003ca href=\""https:\/\/mobile.twitter.com\"" rel=\""nofollow\""\u003eTwitter Web App\u003c\/a\u003e""""truncated"":true""inreplytostatusid"":null""inreplytostatusidstr"":null""inreplytouserid"":null""inreplytouseridstr"":null""inreplytoscreenname"":null""user"":""id"":1375306027""idstr"":""1375306027""""name"":""Dover Dems""""screenname"":""DoverNHDems""""location"":""Dover NH""""url"":""http:\/\/www.dovernhdemocrats.com\/""""description"":""Tweets  Retweets do not imply endorsement or favorability to individual candidates engaged in competitive primary contests. We work for progress in Dover NH.""""translatortype"":""none""""protected"":false""verified"":false""followerscount"":1483""friendscount"":418""listedcount"":33""favouritescount"":387""statusescount"":3676""createdat"":""Tue Apr 23 19:19:45 +0000 2013""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""C0DEED""""profilebackgroundimageurl"":""http:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png""""profilebackgroundimageurlhttps"":""https:\/\/abs.twimg.com\/images\/themes\/theme1\/bg.png""""profilebackgroundtile"":false""profilelinkcolor"":""1DA1F2""""profilesidebarbordercolor"":""C0DEED""""profilesidebarfillcolor"":""DDEEF6""""profiletextcolor"":""333333""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/484896538015973376\/kGWhhWL5normal.jpeg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/484896538015973376\/kGWhhWL5normal.jpeg""""profilebannerurl"":""https:\/\/pbs.twimg.com\/profilebanners\/1375306027\/1478133954""""defaultprofile"":true""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""extendedtweet"":""fulltext"":""It's official! NH's four Electors have cast their votes for President-elect Joe Biden amp; Vice President-elect Kamala Harris. See WMUR amp; click our site for an Inauguration Countdown: https:\/\/t.co\/RlbqQ96TeU\nhttps:\/\/t.co\/4k25AbNSDX NHPolitics NHDems  SCDCNHDems TricityNHYD https:\/\/t.co\/WS4WvcO4uZ""""displaytextrange"":0282""entities"":""hashtags"":""text"":""NHPolitics""""indices"":237248""urls"":""url"":""https:\/\/t.co\/RlbqQ96TeU""""expandedurl"":""https:\/\/www.wmur.com""""displayurl"":""wmur.com""""indices"":189212""url"":""https:\/\/t.co\/4k25AbNSDX""""expandedurl"":""https:\/\/www.dovernhdemocrats.org""""displayurl"":""dovernhdemocrats.org""""indices"":213236""usermentions"":""screenname"":""NHDems""""name"":""NH Democratic Party""""id"":84183248""idstr"":""84183248""""indices"":249256""screenname"":""SCDCNHDems""""name"":""Strafford County NH Dems""""id"":475075345""idstr"":""475075345""""indices"":258269""screenname"":""TricityNHYD""""name"":""Tri-City NH Young Dems""""id"":1030093576682844160""idstr"":""1030093576682844160""""indices"":270282""symbols"":""media"":""id"":1338532786983104514""idstr"":""1338532786983104514""""indices"":283306""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNselhXcAIMiZs.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNselhXcAIMiZs.jpg""""url"":""https:\/\/t.co\/WS4WvcO4uZ""""displayurl"":""pic.twitter.com\/WS4WvcO4uZ""""expandedurl"":""https:\/\/twitter.com\/DoverNHDems\/status\/1338532977756745731\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""medium"":""w"":684""h"":446""resize"":""fit""""small"":""w"":680""h"":443""resize"":""fit""""large"":""w"":684""h"":446""resize"":""fit""""extendedentities"":""media"":""id"":1338532786983104514""idstr"":""1338532786983104514""""indices"":283306""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNselhXcAIMiZs.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNselhXcAIMiZs.jpg""""url"":""https:\/\/t.co\/WS4WvcO4uZ""""displayurl"":""pic.twitter.com\/WS4WvcO4uZ""""expandedurl"":""https:\/\/twitter.com\/DoverNHDems\/status\/1338532977756745731\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""medium"":""w"":684""h"":446""resize"":""fit""""small"":""w"":680""h"":443""resize"":""fit""""large"":""w"":684""h"":446""resize"":""fit""""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""urls"":""url"":""https:\/\/t.co\/Yv6PHDkdqq""""expandedurl"":""https:\/\/twitter.com\/i\/web\/status\/1338532977756745731""""displayurl"":""twitter.com\/i\/web\/status\/1\u2026""""indices"":121144""usermentions"":""symbols"":""favorited"":false""retweeted"":false""possiblysensitive"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966105294"""
Mon Dec 14 17:15:05 +0000 2020,'BIG GUY' BIDEN Hunter Biden emails \u2018name Joe Biden as \u201cThe Big Guy\u201d who\u2019d get 10% share in deal with Chinese energ\u2026 https:\/\/t.co\/qTPSF7Aj0A
Mon Dec 14 17:15:05 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:05 +0000 2020, grantstern: The Electoral College is meeting in all 50 states to cement President-elect Joe Biden's win for all time but Stephen Mille\u2026
Mon Dec 14 17:15:05 +0000 2020, Pminn76: The Biden administration can end the norm of elite impunity by opening the books on the Trump administration. https:\/\/t.co\/d4a\u2026
Mon Dec 14 17:15:05 +0000 2020, eluniversocom: Colegio Electoral de Estados Unidos vota para ratificar victoria presidencial de Joe Biden \u25ba https:\/\/t.co\/4F1TVCL9uF htt\u2026
Mon Dec 14 17:15:05 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:05 +0000 2020, newsmax: The electoral college meets today and while many expect they will confirm Joe Biden as the president-elect Trump and his team\u2026
Mon Dec 14 17:15:06 +0000 2020, JamesNavaCom: Un correo electr\u00f3nico encontrado en el ordenador port\u00e1til de Hunter Biden llamaba a su padre Joe Biden y a un socio com\u2026
Mon Dec 14 17:15:06 +0000 2020, EmeraldRobinson: It's now confirmed that Dominion Voting Systems switched votes to Joe Biden in Antrim County Michigan. Here's the evi\u2026
Mon Dec 14 17:15:06 +0000 2020, ErrolWebber: In the world of liberalism...\n\nJill Biden is a doctor...\n\nBill Gates is a scientist...\n\nGreta Thunberg is the authority on\u2026
Mon Dec 14 17:15:06 +0000 2020,"EvergreenMomma6 VaticanNews And while we are at it he supports the pro abortion \""Catholic\"" Joe Biden.\n\nActions mean more than words.""""displaytextrange"":30135""source"":""\u003ca href=\""http:\/\/twitter.com\/download\/android\"" rel=\""nofollow\""\u003eTwitter for Android\u003c\/a\u003e""""truncated"":false""inreplytostatusid"":1338523997516906501""inreplytostatusidstr"":""1338523997516906501""""inreplytouserid"":2154600211""inreplytouseridstr"":""2154600211""""inreplytoscreenname"":""EvergreenMomma6""""user"":""id"":26805247""idstr"":""26805247""""name"":""Emily S""""screenname"":""emmpy""""location"":null""url"":null""description"":null""translatortype"":""none""""protected"":false""verified"":false""followerscount"":352""friendscount"":731""listedcount"":5""favouritescount"":34743""statusescount"":5968""createdat"":""Thu Mar 26 17:57:31 +0000 2009""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""000000""""profilebackgroundimageurl"":""http:\/\/abs.twimg.com\/images\/themes\/theme4\/bg.gif""""profilebackgroundimageurlhttps"":""https:\/\/abs.twimg.com\/images\/themes\/theme4\/bg.gif""""profilebackgroundtile"":true""profilelinkcolor"":""FF0090""""profilesidebarbordercolor"":""000000""""profilesidebarfillcolor"":""000000""""profiletextcolor"":""000000""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/683336601\/DryIceToilet2normal.jpg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/683336601\/DryIceToilet2normal.jpg""""defaultprofile"":false""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""urls"":""usermentions"":""screenname"":""EvergreenMomma6""""name"":""Evergreen Momma""""id"":2154600211""idstr"":""2154600211""""indices"":016""screenname"":""VaticanNews""""name"":""Vatican News""""id"":121482708""idstr"":""121482708""""indices"":1729""symbols"":""favorited"":false""retweeted"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966106206"""
Mon Dec 14 17:15:06 +0000 2020, JackPosobiec: At the debate Joe Biden told America there were no transactions and it was Russian disinfo
Mon Dec 14 17:15:06 +0000 2020, WayneDupreeShow: Does this guy lay awake at night coming up with absurd ways to defend Joe Biden?\n \nhttps:\/\/t.co\/0gprz1KT59
Mon Dec 14 17:15:06 +0000 2020,Now we know why they made such a stink about Ropes\ud83d\ude09\ud83c\udf7f
Mon Dec 14 17:15:06 +0000 2020, MajorPatriot: Today the electoral college meets to elect Joe Biden and I couldn't be more excited.\n\nThis is the best movie I've ever ev\u2026
Mon Dec 14 17:15:06 +0000 2020, kylegriffin1: So Joe Biden just won Wisconsin again.
Mon Dec 14 17:15:06 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:06 +0000 2020, kylegriffin1: So Joe Biden just won Wisconsin again.
Mon Dec 14 17:15:06 +0000 2020,In my own humble opinionwe have one impaired President after another. One after another unable to lead . \nNow we h\u2026 https:\/\/t.co\/oI2UNIdr4D
